"gutenberg_id" "text"
"156" 1998 "     LVIII.  The Great Longing."
"157" 1998 ""
"158" 1998 "     LIX.  The Second Dance-Song."
"159" 1998 ""
"160" 1998 "     LX.  The Seven Seals."
"161" 1998 ""
"162" 1998 ""
"163" 1998 "     FOURTH AND LAST PART."
"164" 1998 ""
"165" 1998 "     LXI.  The Honey Sacrifice."
"166" 1998 ""
"167" 1998 "     LXII.  The Cry of Distress."
"168" 1998 ""
"169" 1998 "     LXIII.  Talk with the Kings."
"170" 1998 ""
"171" 1998 "     LXIV.  The Leech."
"172" 1998 ""
"173" 1998 "     LXV.  The Magician."
"174" 1998 ""
"175" 1998 "     LXVI.  Out of Service."
"176" 1998 ""
"177" 1998 "     LXVII.  The Ugliest Man."
"178" 1998 ""
"179" 1998 "     LXVIII.  The Voluntary Beggar."
"180" 1998 ""
"181" 1998 "     LXIX.  The Shadow."
"182" 1998 ""
"183" 1998 "     LXX.  Noon-Tide."
"184" 1998 ""
"185" 1998 "     LXXI.  The Greeting."
"186" 1998 ""
"187" 1998 "     LXXII.  The Supper."
"188" 1998 ""
"189" 1998 "     LXIII.  The Higher Man."
"190" 1998 ""
"191" 1998 "     LXXIV.  The Song of Melancholy."
"192" 1998 ""
"193" 1998 "     LXXV.  Science."
"194" 1998 ""
"195" 1998 "     LXXVI.  Among Daughters of the Desert."
"196" 1998 ""
"197" 1998 "     LXXVII.  The Awakening."
"198" 1998 ""
"199" 1998 "     LXXVIII.  The Ass-Festival."
"200" 1998 ""
"201" 1998 "     LXXIX.  The Drunken Song."
"202" 1998 ""
"203" 1998 "     LXXX.  The Sign."
"204" 1998 ""
"205" 1998 ""
"206" 1998 "     APPENDIX."
"207" 1998 ""
"208" 1998 "     Notes on \"Thus Spake Zarathustra\" by Anthony M. Ludovici."
"209" 1998 ""
"210" 1998 ""
"211" 1998 ""
"212" 1998 ""
"213" 1998 "INTRODUCTION BY MRS FORSTER-NIETZSCHE."
"214" 1998 ""
"215" 1998 "HOW ZARATHUSTRA CAME INTO BEING."
"216" 1998 ""
"217" 1998 "\"Zarathustra\" is my brother's most personal work; it is the history of"
"218" 1998 "his most individual experiences, of his friendships, ideals, raptures,"
"219" 1998 "bitterest disappointments and sorrows. Above it all, however, there"
"220" 1998 "soars, transfiguring it, the image of his greatest hopes and remotest"
"221" 1998 "aims. My brother had the figure of Zarathustra in his mind from his very"
"222" 1998 "earliest youth: he once told me that even as a child he had dreamt of"
"223" 1998 "him. At different periods in his life, he would call this haunter of his"
"224" 1998 "dreams by different names; \"but in the end,\" he declares in a note on"
"225" 1998 "the subject, \"I had to do a PERSIAN the honour of identifying him with"
"226" 1998 "this creature of my fancy. Persians were the first to take a broad and"
"227" 1998 "comprehensive view of history. Every series of evolutions, according"
"228" 1998 "to them, was presided over by a prophet; and every prophet had his"
"229" 1998 "'Hazar,'--his dynasty of a thousand years.\""
"230" 1998 ""
"231" 1998 "All Zarathustra's views, as also his personality, were early conceptions"
"232" 1998 "of my brother's mind. Whoever reads his posthumously published writings"
"233" 1998 "for the years 1869-82 with care, will constantly meet with passages"
"234" 1998 "suggestive of Zarathustra's thoughts and doctrines. For instance, the"
"235" 1998 "ideal of the Superman is put forth quite clearly in all his writings"
"236" 1998 "during the years 1873-75; and in \"We Philologists\", the following"
"237" 1998 "remarkable observations occur:--"
"238" 1998 ""
"239" 1998 "\"How can one praise and glorify a nation as a whole?--Even among the"
"240" 1998 "Greeks, it was the INDIVIDUALS that counted.\""
"241" 1998 ""
"242" 1998 "\"The Greeks are interesting and extremely important because they reared"
"243" 1998 "such a vast number of great individuals. How was this possible? The"
"244" 1998 "question is one which ought to be studied."
"245" 1998 ""
"246" 1998 "\"I am interested only in the relations of a people to the rearing of"
"247" 1998 "the individual man, and among the Greeks the conditions were unusually"
"248" 1998 "favourable for the development of the individual; not by any means owing"
"249" 1998 "to the goodness of the people, but because of the struggles of their"
"250" 1998 "evil instincts."
"251" 1998 ""
"252" 1998 "\"WITH THE HELP OF FAVOURABLE MEASURES GREAT INDIVIDUALS MIGHT BE REARED"
"253" 1998 "WHO WOULD BE BOTH DIFFERENT FROM AND HIGHER THAN THOSE WHO HERETOFORE"
"254" 1998 "HAVE OWED THEIR EXISTENCE TO MERE CHANCE. Here we may still be hopeful:"
"255" 1998 "in the rearing of exceptional men.\""
"256" 1998 ""
"257" 1998 "The notion of rearing the Superman is only a new form of an ideal"
"258" 1998 "Nietzsche already had in his youth, that \"THE OBJECT OF MANKIND SHOULD"
"259" 1998 "LIE IN ITS HIGHEST INDIVIDUALS\" (or, as he writes in \"Schopenhauer as"
"260" 1998 "Educator\": \"Mankind ought constantly to be striving to produce great"
"261" 1998 "men--this and nothing else is its duty.\") But the ideals he most revered"
"262" 1998 "in those days are no longer held to be the highest types of men. No,"
"263" 1998 "around this future ideal of a coming humanity--the Superman--the poet"
"264" 1998 "spread the veil of becoming. Who can tell to what glorious heights man"
"265" 1998 "can still ascend? That is why, after having tested the worth of our"
"266" 1998 "noblest ideal--that of the Saviour, in the light of the new valuations,"
"267" 1998 "the poet cries with passionate emphasis in \"Zarathustra\":"
"268" 1998 ""
"269" 1998 "\"Never yet hath there been a Superman. Naked have I seen both of them,"
"270" 1998 "the greatest and the smallest man:--"
"271" 1998 ""
"272" 1998 "All-too-similar are they still to each other. Verily even the greatest"
"273" 1998 "found I--all-too-human!\"--"
"274" 1998 ""
"275" 1998 "The phrase \"the rearing of the Superman,\" has very often been"
"276" 1998 "misunderstood. By the word \"rearing,\" in this case, is meant the act of"
"277" 1998 "modifying by means of new and higher values--values which, as laws and"
"278" 1998 "guides of conduct and opinion, are now to rule over mankind. In general"
"279" 1998 "the doctrine of the Superman can only be understood correctly in"
"280" 1998 "conjunction with other ideas of the author's, such as:--the Order"
"281" 1998 "of Rank, the Will to Power, and the Transvaluation of all Values. He"
"282" 1998 "assumes that Christianity, as a product of the resentment of the botched"
"283" 1998 "and the weak, has put in ban all that is beautiful, strong, proud, and"
"284" 1998 "powerful, in fact all the qualities resulting from strength, and that,"
"285" 1998 "in consequence, all forces which tend to promote or elevate life have"
"286" 1998 "been seriously undermined. Now, however, a new table of valuations"
"287" 1998 "must be placed over mankind--namely, that of the strong, mighty, and"
"288" 1998 "magnificent man, overflowing with life and elevated to his zenith--the"
"289" 1998 "Superman, who is now put before us with overpowering passion as the"
"290" 1998 "aim of our life, hope, and will. And just as the old system of valuing,"
"291" 1998 "which only extolled the qualities favourable to the weak, the suffering,"
"292" 1998 "and the oppressed, has succeeded in producing a weak, suffering, and"
"293" 1998 "\"modern\" race, so this new and reversed system of valuing ought to rear"
"294" 1998 "a healthy, strong, lively, and courageous type, which would be a glory"
"295" 1998 "to life itself. Stated briefly, the leading principle of this new system"
"296" 1998 "of valuing would be: \"All that proceeds from power is good, all that"
"297" 1998 "springs from weakness is bad.\""
"298" 1998 ""
"299" 1998 "This type must not be regarded as a fanciful figure: it is not a"
"300" 1998 "nebulous hope which is to be realised at some indefinitely remote"
"301" 1998 "period, thousands of years hence; nor is it a new species (in the"
"302" 1998 "Darwinian sense) of which we can know nothing, and which it would"
"303" 1998 "therefore be somewhat absurd to strive after. But it is meant to be"
"304" 1998 "a possibility which men of the present could realise with all their"
"305" 1998 "spiritual and physical energies, provided they adopted the new values."
"306" 1998 ""
"307" 1998 "The author of \"Zarathustra\" never lost sight of that egregious example"
"308" 1998 "of a transvaluation of all values through Christianity, whereby the"
"309" 1998 "whole of the deified mode of life and thought of the Greeks, as well as"
"310" 1998 "strong Romedom, was almost annihilated or transvalued in a comparatively"
"311" 1998 "short time. Could not a rejuvenated Graeco-Roman system of valuing (once"
"312" 1998 "it had been refined and made more profound by the schooling which"
"313" 1998 "two thousand years of Christianity had provided) effect another such"
"314" 1998 "revolution within a calculable period of time, until that glorious type"
"315" 1998 "of manhood shall finally appear which is to be our new faith and hope,"
"316" 1998 "and in the creation of which Zarathustra exhorts us to participate?"
"317" 1998 ""
"318" 1998 "In his private notes on the subject the author uses the expression"
"319" 1998 "\"Superman\" (always in the singular, by-the-bye), as signifying \"the most"
"320" 1998 "thoroughly well-constituted type,\" as opposed to \"modern man\"; above"
"321" 1998 "all, however, he designates Zarathustra himself as an example of the"
"322" 1998 "Superman. In \"Ecco Homo\" he is careful to enlighten us concerning the"
"323" 1998 "precursors and prerequisites to the advent of this highest type, in"
"324" 1998 "referring to a certain passage in the \"Gay Science\":--"
"325" 1998 ""
"326" 1998 "\"In order to understand this type, we must first be quite clear in"
"327" 1998 "regard to the leading physiological condition on which it depends: this"
"328" 1998 "condition is what I call GREAT HEALTHINESS. I know not how to express my"
"329" 1998 "meaning more plainly or more personally than I have done already in"
"330" 1998 "one of the last chapters (Aphorism 382) of the fifth book of the 'Gaya"
"331" 1998 "Scienza'.\""
"332" 1998 ""
"333" 1998 "\"We, the new, the nameless, the hard-to-understand,\"--it says"
"334" 1998 "there,--\"we firstlings of a yet untried future--we require for a new end"
"335" 1998 "also a new means, namely, a new healthiness, stronger, sharper, tougher,"
"336" 1998 "bolder and merrier than all healthiness hitherto. He whose soul"
"337" 1998 "longeth to experience the whole range of hitherto recognised values"
"338" 1998 "and desirabilities, and to circumnavigate all the coasts of this ideal"
"339" 1998 "'Mediterranean Sea', who, from the adventures of his most personal"
"340" 1998 "experience, wants to know how it feels to be a conqueror, and discoverer"
"341" 1998 "of the ideal--as likewise how it is with the artist, the saint, the"
"342" 1998 "legislator, the sage, the scholar, the devotee, the prophet, and the"
"343" 1998 "godly non-conformist of the old style:--requires one thing above all"
"344" 1998 "for that purpose, GREAT HEALTHINESS--such healthiness as one not only"
"345" 1998 "possesses, but also constantly acquires and must acquire, because one"
"346" 1998 "unceasingly sacrifices it again, and must sacrifice it!--And now, after"
"347" 1998 "having been long on the way in this fashion, we Argonauts of the ideal,"
"348" 1998 "more courageous perhaps than prudent, and often enough shipwrecked"
"349" 1998 "and brought to grief, nevertheless dangerously healthy, always healthy"
"350" 1998 "again,--it would seem as if, in recompense for it all, that we have a"
"351" 1998 "still undiscovered country before us, the boundaries of which no one"
"352" 1998 "has yet seen, a beyond to all countries and corners of the ideal known"
"353" 1998 "hitherto, a world so over-rich in the beautiful, the strange, the"
"354" 1998 "questionable, the frightful, and the divine, that our curiosity as well"
"355" 1998 "as our thirst for possession thereof, have got out of hand--alas! that"
"356" 1998 "nothing will now any longer satisfy us!--"
"357" 1998 ""
"358" 1998 "\"How could we still be content with THE MAN OF THE PRESENT DAY"
"359" 1998 "after such outlooks, and with such a craving in our conscience and"
"360" 1998 "consciousness? Sad enough; but it is unavoidable that we should look"
"361" 1998 "on the worthiest aims and hopes of the man of the present day with"
"362" 1998 "ill-concealed amusement, and perhaps should no longer look at them."
"363" 1998 "Another ideal runs on before us, a strange, tempting ideal full of"
"364" 1998 "danger, to which we should not like to persuade any one, because we"
"365" 1998 "do not so readily acknowledge any one's RIGHT THERETO: the ideal of"
"366" 1998 "a spirit who plays naively (that is to say involuntarily and from"
"367" 1998 "overflowing abundance and power) with everything that has hitherto"
"368" 1998 "been called holy, good, intangible, or divine; to whom the loftiest"
"369" 1998 "conception which the people have reasonably made their measure of value,"
"370" 1998 "would already practically imply danger, ruin, abasement, or at least"
"371" 1998 "relaxation, blindness, or temporary self-forgetfulness; the ideal of"
"372" 1998 "a humanly superhuman welfare and benevolence, which will often enough"
"373" 1998 "appear INHUMAN, for example, when put alongside of all past seriousness"
"374" 1998 "on earth, and alongside of all past solemnities in bearing, word, tone,"
"375" 1998 "look, morality, and pursuit, as their truest involuntary parody--and"
"376" 1998 "WITH which, nevertheless, perhaps THE GREAT SERIOUSNESS only commences,"
"377" 1998 "when the proper interrogative mark is set up, the fate of the soul"
"378" 1998 "changes, the hour-hand moves, and tragedy begins...\""
"379" 1998 ""
"380" 1998 "Although the figure of Zarathustra and a large number of the leading"
"381" 1998 "thoughts in this work had appeared much earlier in the dreams and"
"382" 1998 "writings of the author, \"Thus Spake Zarathustra\" did not actually come"
"383" 1998 "into being until the month of August 1881 in Sils Maria; and it was the"
"384" 1998 "idea of the Eternal Recurrence of all things which finally induced my"
"385" 1998 "brother to set forth his new views in poetic language. In regard to his"
"386" 1998 "first conception of this idea, his autobiographical sketch, \"Ecce Homo\","
"387" 1998 "written in the autumn of 1888, contains the following passage:--"
"388" 1998 ""
"389" 1998 "\"The fundamental idea of my work--namely, the Eternal Recurrence of"
"390" 1998 "all things--this highest of all possible formulae of a Yea-saying"
"391" 1998 "philosophy, first occurred to me in August 1881. I made a note of the"
"392" 1998 "thought on a sheet of paper, with the postscript: 6,000 feet beyond"
"393" 1998 "men and time! That day I happened to be wandering through the woods"
"394" 1998 "alongside of the lake of Silvaplana, and I halted beside a huge,"
"395" 1998 "pyramidal and towering rock not far from Surlei. It was then that the"
"396" 1998 "thought struck me. Looking back now, I find that exactly two months"
"397" 1998 "previous to this inspiration, I had had an omen of its coming in the"
"398" 1998 "form of a sudden and decisive alteration in my tastes--more particularly"
"399" 1998 "in music. It would even be possible to consider all 'Zarathustra' as a"
"400" 1998 "musical composition. At all events, a very necessary condition in its"
"401" 1998 "production was a renaissance in myself of the art of hearing. In a small"
"402" 1998 "mountain resort (Recoaro) near Vicenza, where I spent the spring of"
"403" 1998 "1881, I and my friend and Maestro, Peter Gast--also one who had been"
"404" 1998 "born again--discovered that the phoenix music that hovered over us, wore"
"405" 1998 "lighter and brighter plumes than it had done theretofore.\""
"406" 1998 ""
"407" 1998 "During the month of August 1881 my brother resolved to reveal the"
"408" 1998 "teaching of the Eternal Recurrence, in dithyrambic and psalmodic form,"
"409" 1998 "through the mouth of Zarathustra. Among the notes of this period, we"
"410" 1998 "found a page on which is written the first definite plan of \"Thus Spake"
"411" 1998 "Zarathustra\":--"
"412" 1998 ""
"413" 1998 "\"MIDDAY AND ETERNITY.\""
"414" 1998 ""
"415" 1998 "\"GUIDE-POSTS TO A NEW WAY OF LIVING.\""
"416" 1998 ""
"417" 1998 "Beneath this is written:--"
"418" 1998 ""
"419" 1998 "\"Zarathustra born on lake Urmi; left his home in his thirtieth year,"
"420" 1998 "went into the province of Aria, and, during ten years of solitude in the"
"421" 1998 "mountains, composed the Zend-Avesta.\""
"422" 1998 ""
"423" 1998 "\"The sun of knowledge stands once more at midday; and the serpent"
"424" 1998 "of eternity lies coiled in its light--: It is YOUR time, ye midday"
"425" 1998 "brethren.\""
"426" 1998 ""
"427" 1998 "In that summer of 1881, my brother, after many years of steadily"
"428" 1998 "declining health, began at last to rally, and it is to this first gush"
"429" 1998 "of the recovery of his once splendid bodily condition that we owe not"
"430" 1998 "only \"The Gay Science\", which in its mood may be regarded as a prelude"
"431" 1998 "to \"Zarathustra\", but also \"Zarathustra\" itself. Just as he was"
"432" 1998 "beginning to recuperate his health, however, an unkind destiny brought"
"433" 1998 "him a number of most painful personal experiences. His friends caused"
"434" 1998 "him many disappointments, which were the more bitter to him, inasmuch as"
"435" 1998 "he regarded friendship as such a sacred institution; and for the first"
"436" 1998 "time in his life he realised the whole horror of that loneliness to"
"437" 1998 "which, perhaps, all greatness is condemned. But to be forsaken is"
"438" 1998 "something very different from deliberately choosing blessed loneliness."
"439" 1998 "How he longed, in those days, for the ideal friend who would thoroughly"
"440" 1998 "understand him, to whom he would be able to say all, and whom he"
"441" 1998 "imagined he had found at various periods in his life from his earliest"
"442" 1998 "youth onwards. Now, however, that the way he had chosen grew ever more"
"443" 1998 "perilous and steep, he found nobody who could follow him: he therefore"
"444" 1998 "created a perfect friend for himself in the ideal form of a majestic"
"445" 1998 "philosopher, and made this creation the preacher of his gospel to the"
"446" 1998 "world."
"447" 1998 ""
"448" 1998 "Whether my brother would ever have written \"Thus Spake Zarathustra\""
"449" 1998 "according to the first plan sketched in the summer of 1881, if he"
"450" 1998 "had not had the disappointments already referred to, is now an idle"
"451" 1998 "question; but perhaps where \"Zarathustra\" is concerned, we may also say"
"452" 1998 "with Master Eckhardt: \"The fleetest beast to bear you to perfection is"
"453" 1998 "suffering.\""
"454" 1998 ""
"455" 1998 "My brother writes as follows about the origin of the first part of"
"456" 1998 "\"Zarathustra\":--\"In the winter of 1882-83, I was living on the charming"
"457" 1998 "little Gulf of Rapallo, not far from Genoa, and between Chiavari and"
"458" 1998 "Cape Porto Fino. My health was not very good; the winter was cold and"
"459" 1998 "exceptionally rainy; and the small inn in which I lived was so close"
"460" 1998 "to the water that at night my sleep would be disturbed if the sea were"
"461" 1998 "high. These circumstances were surely the very reverse of favourable;"
"462" 1998 "and yet in spite of it all, and as if in demonstration of my belief that"
"463" 1998 "everything decisive comes to life in spite of every obstacle, it was"
"464" 1998 "precisely during this winter and in the midst of these unfavourable"
"465" 1998 "circumstances that my 'Zarathustra' originated. In the morning I used to"
"466" 1998 "start out in a southerly direction up the glorious road to Zoagli, which"
"467" 1998 "rises aloft through a forest of pines and gives one a view far out into"
"468" 1998 "the sea. In the afternoon, as often as my health permitted, I walked"
"469" 1998 "round the whole bay from Santa Margherita to beyond Porto Fino. This"
"470" 1998 "spot was all the more interesting to me, inasmuch as it was so dearly"
"471" 1998 "loved by the Emperor Frederick III. In the autumn of 1886 I chanced to"
"472" 1998 "be there again when he was revisiting this small, forgotten world"
"473" 1998 "of happiness for the last time. It was on these two roads that all"
"474" 1998 "'Zarathustra' came to me, above all Zarathustra himself as a type;--I"
"475" 1998 "ought rather to say that it was on these walks that these ideas waylaid"
"476" 1998 "me.\""
"477" 1998 ""
"478" 1998 "The first part of \"Zarathustra\" was written in about ten days--that is"
"479" 1998 "to say, from the beginning to about the middle of February 1883. \"The"
"480" 1998 "last lines were written precisely in the hallowed hour when Richard"
"481" 1998 "Wagner gave up the ghost in Venice.\""
"482" 1998 ""
"483" 1998 "With the exception of the ten days occupied in composing the first part"
"484" 1998 "of this book, my brother often referred to this winter as the hardest"
"485" 1998 "and sickliest he had ever experienced. He did not, however, mean thereby"
"486" 1998 "that his former disorders were troubling him, but that he was suffering"
"487" 1998 "from a severe attack of influenza which he had caught in Santa"
"488" 1998 "Margherita, and which tormented him for several weeks after his arrival"
"489" 1998 "in Genoa. As a matter of fact, however, what he complained of most was"
"490" 1998 "his spiritual condition--that indescribable forsakenness--to which he"
"491" 1998 "gives such heartrending expression in \"Zarathustra\". Even the reception"
"492" 1998 "which the first part met with at the hands of friends and acquaintances"
"493" 1998 "was extremely disheartening: for almost all those to whom he presented"
"494" 1998 "copies of the work misunderstood it. \"I found no one ripe for many of my"
"495" 1998 "thoughts; the case of 'Zarathustra' proves that one can speak with the"
"496" 1998 "utmost clearness, and yet not be heard by any one.\" My brother was very"
"497" 1998 "much discouraged by the feebleness of the response he was given, and as"
"498" 1998 "he was striving just then to give up the practice of taking hydrate"
"499" 1998 "of chloral--a drug he had begun to take while ill with influenza,--the"
"500" 1998 "following spring, spent in Rome, was a somewhat gloomy one for him."
"501" 1998 "He writes about it as follows:--\"I spent a melancholy spring in Rome,"
"502" 1998 "where I only just managed to live,--and this was no easy matter. This"
"503" 1998 "city, which is absolutely unsuited to the poet-author of 'Zarathustra',"
"504" 1998 "and for the choice of which I was not responsible, made me inordinately"
"505" 1998 "miserable. I tried to leave it. I wanted to go to Aquila--the opposite"
"506" 1998 "of Rome in every respect, and actually founded in a spirit of enmity"
"507" 1998 "towards that city (just as I also shall found a city some day), as a"
"508" 1998 "memento of an atheist and genuine enemy of the Church--a person very"
"509" 1998 "closely related to me,--the great Hohenstaufen, the Emperor Frederick"
"510" 1998 "II. But Fate lay behind it all: I had to return again to Rome. In the"
"511" 1998 "end I was obliged to be satisfied with the Piazza Barberini, after I had"
"512" 1998 "exerted myself in vain to find an anti-Christian quarter. I fear that"
"513" 1998 "on one occasion, to avoid bad smells as much as possible, I actually"
"514" 1998 "inquired at the Palazzo del Quirinale whether they could not provide a"
"515" 1998 "quiet room for a philosopher. In a chamber high above the Piazza just"
"516" 1998 "mentioned, from which one obtained a general view of Rome and could"
"517" 1998 "hear the fountains plashing far below, the loneliest of all songs"
"518" 1998 "was composed--'The Night-Song'. About this time I was obsessed by an"
"519" 1998 "unspeakably sad melody, the refrain of which I recognised in the words,"
"520" 1998 "'dead through immortality.'\""
"521" 1998 ""
"522" 1998 "We remained somewhat too long in Rome that spring, and what with the"
"523" 1998 "effect of the increasing heat and the discouraging circumstances already"
"524" 1998 "described, my brother resolved not to write any more, or in any case,"
"525" 1998 "not to proceed with \"Zarathustra\", although I offered to relieve him"
"526" 1998 "of all trouble in connection with the proofs and the publisher. When,"
"527" 1998 "however, we returned to Switzerland towards the end of June, and he"
"528" 1998 "found himself once more in the familiar and exhilarating air of the"
"529" 1998 "mountains, all his joyous creative powers revived, and in a note to me"
"530" 1998 "announcing the dispatch of some manuscript, he wrote as follows: \"I have"
"531" 1998 "engaged a place here for three months: forsooth, I am the greatest fool"
"532" 1998 "to allow my courage to be sapped from me by the climate of Italy. Now"
"533" 1998 "and again I am troubled by the thought: WHAT NEXT? My 'future' is the"
"534" 1998 "darkest thing in the world to me, but as there still remains a great"
"535" 1998 "deal for me to do, I suppose I ought rather to think of doing this than"
"536" 1998 "of my future, and leave the rest to THEE and the gods.\""
"537" 1998 ""
"538" 1998 "The second part of \"Zarathustra\" was written between the 26th of June"
"539" 1998 "and the 6th July. \"This summer, finding myself once more in the sacred"
"540" 1998 "place where the first thought of 'Zarathustra' flashed across my mind,"
"541" 1998 "I conceived the second part. Ten days sufficed. Neither for the second,"
"542" 1998 "the first, nor the third part, have I required a day longer.\""
"543" 1998 ""
"544" 1998 "He often used to speak of the ecstatic mood in which he wrote"
"545" 1998 "\"Zarathustra\"; how in his walks over hill and dale the ideas would crowd"
"546" 1998 "into his mind, and how he would note them down hastily in a note-book"
"547" 1998 "from which he would transcribe them on his return, sometimes working"
"548" 1998 "till midnight. He says in a letter to me: \"You can have no idea of the"
"549" 1998 "vehemence of such composition,\" and in \"Ecce Homo\" (autumn 1888) he"
"550" 1998 "describes as follows with passionate enthusiasm the incomparable mood in"
"551" 1998 "which he created Zarathustra:--"
"552" 1998 ""
"553" 1998 "\"--Has any one at the end of the nineteenth century any distinct notion"
"554" 1998 "of what poets of a stronger age understood by the word inspiration? If"
"555" 1998 "not, I will describe it. If one had the smallest vestige of superstition"
"556" 1998 "in one, it would hardly be possible to set aside completely the idea"
"557" 1998 "that one is the mere incarnation, mouthpiece or medium of an almighty"
"558" 1998 "power. The idea of revelation in the sense that something becomes"
"559" 1998 "suddenly visible and audible with indescribable certainty and accuracy,"
"560" 1998 "which profoundly convulses and upsets one--describes simply the matter"
"561" 1998 "of fact. One hears--one does not seek; one takes--one does not ask"
"562" 1998 "who gives: a thought suddenly flashes up like lightning, it comes with"
"563" 1998 "necessity, unhesitatingly--I have never had any choice in the matter."
